id,平均视频更新时间,UP主所在分区,视频平均时长,视频总数,视频平均点赞数,视频平均硬币数,视频平均转发数,视频平均弹幕数,视频平均收藏数,视频平均播放量,视频平均评论数,视频推荐指数,点赞/播放量超过4%的视频数,粉丝数
442926799,29.142857142857142,知识,256.85714285714283,7,26.857142857142858,9.857142857142858,3.857142857142857,0.2857142857142857,48.0,1117.142857142857,6.857142857142857,313.5428571428571,1,0-100000
