id,平均视频更新时间,UP主所在分区,视频平均时长,视频总数,视频平均点赞数,视频平均硬币数,视频平均转发数,视频平均弹幕数,视频平均收藏数,视频平均播放量,视频平均评论数,视频推荐指数,点赞/播放量超过4%的视频数,粉丝数
29059186,4.519230769230769,游戏,273.78846153846155,52,11923.807692307691,679.3461538461538,2282.9423076923076,271.34615384615387,1820.7692307692307,218642.09615384616,204.23076923076923,61808.0125,36,124870
588699547,365.0,生活,30.0,1,255.0,36.0,11.0,1.0,61.0,16470.0,514.0,4464.8,0,2607
1022925768,3.4390243902439024,生活,88.73170731707317,82,19851.865853658535,325.4024390243902,143.97560975609755,105.85365853658537,1373.4146341463415,203896.98780487804,112.3780487804878,59630.85670731711,82,1365051
525657967,6.921052631578948,生活,41.10526315789474,38,7960.0,404.7105263157895,174.28947368421052,55.526315789473685,1164.1315789473683,143646.47368421053,258.89473684210526,39837.08421052632,31,380522
288395720,2.348314606741573,游戏,78.89887640449439,89,18409.584269662922,97.2247191011236,369.46067415730334,148.8314606741573,867.6516853932584,198857.44943820225,132.95505617977528,57711.77247191011,88,145818
8112659,4.73992673992674,影视,347.98534798534797,273,21762.84249084249,3536.095238095238,1377.3443223443223,2009.065934065934,3049.5494505494507,674477.4468864469,1128.3333333333333,181735.1679487178,95,1092890
438880209,5.273684210526316,生活,426.41052631578947,190,43793.231578947365,11993.78947368421,1285.5105263157895,2773.057894736842,2340.5789473684213,777464.7263157895,1547.4894736842105,219882.68894736844,138,1442057
888465,8.85925925925926,动画,559.0074074074074,135,74513.99259259259,53794.45925925926,7647.681481481482,4944.385185185185,37478.0,808881.5111111111,1775.5777777777778,272063.7525925926,121,1899687
20530305,8.043478260869565,游戏,408.0173913043478,115,28876.626086956523,5174.069565217392,3595.034782608696,933.5043478260869,8578.408695652173,491541.27826086956,764.0173913043478,141915.15000000002,94,1209527
319762851,4.537313432835821,时尚,444.0820895522388,134,22805.805970149253,4184.731343283582,958.5746268656717,773.2089552238806,4986.820895522388,303056.1567164179,464.7014925373134,89126.60932835824,104,656727
18020792,6.666666666666667,时尚,327.9301075268817,186,8229.112903225807,1550.8010752688172,575.0913978494624,768.4086021505376,4632.059139784947,155400.99462365592,239.2688172043011,44899.957795698916,154,1329094
322892,4.318885448916409,游戏,4232.489164086687,323,19787.95665634675,5995.575851393189,1207.609907120743,1330.1331269349846,3057.9226006191952,275494.5696594427,625.1888544891641,81611.12693498452,297,2569443
8372353,4.308943089430894,科技,619.479674796748,246,18095.837398373984,5312.028455284553,1534.861788617886,3340.520325203252,1987.6910569105692,528564.0650406504,2372.7520325203254,145306.69593495943,92,1259421
25503580,1.3533333333333333,游戏,272.28266666666667,750,27567.357333333333,5363.104,3646.329333333333,1158.1973333333333,2035.9346666666668,640498.2266666667,1216.064,177045.0237333334,354,1659636
893053,8.367713004484305,游戏,829.3049327354261,223,13494.125560538117,7501.304932735426,1933.9955156950673,1707.7354260089687,2648.2421524663678,351092.8475336323,955.8878923766816,99191.70336322875,100,1304484
1446722183,3.0165289256198347,生活,139.10743801652893,121,74766.01652892563,1770.2314049586778,4349.9586776859505,720.404958677686,3050.7024793388427,966912.9917355372,443.02479338842977,276333.3049586777,120,631541
103388721,3.4202127659574466,知识,611.9521276595744,188,13913.425531914894,3045.68085106383,2522.478723404255,1026.3829787234042,1942.127659574468,233139.1595744681,1133.9414893617022,68028.6877659575,173,1827516
1509687190,6.673469387755102,游戏,1010.1224489795918,49,2682.2448979591836,67.46938775510205,45.97959183673469,61.142857142857146,292.7142857142857,30159.65306122449,102.55102040816327,8820.678571428574,33,40070
281403700,97.5,动物圈,78.25,4,6.0,4.0,0.5,0.0,1.5,81.25,0.25,25.1625,3,445
35429200,8.129411764705882,动物圈,33.411764705882355,85,11704.117647058823,792.5529411764705,1077.6235294117646,35.92941176470588,1651.9176470588236,90316.16470588236,125.25882352941177,28784.334117647053,85,227407
353312519,14.122448979591837,美食,470.53061224489795,49,72193.0612244898,16040.244897959185,5023.510204081633,1770.2857142857142,64364.38775510204,2137327.3469387754,1387.938775510204,593211.8714285715,26,1274693
316674559,1.4123711340206186,游戏,439.25773195876286,291,11715.037800687285,1508.3951890034364,61.56357388316151,1043.381443298969,13344.237113402061,850668.8281786941,137.24398625429552,222469.0396907216,16,462917
9293142,5.611111111111111,时尚,47.25925925925926,54,19279.87037037037,939.4074074074074,867.8333333333334,197.59259259259258,5838.2962962962965,189017.42592592593,223.64814814814815,57782.75277777778,53,234449
520819684,9.857142857142858,知识,1105.5102040816328,49,81988.24489795919,35797.102040816324,8741.408163265307,7466.632653061224,22387.38775510204,1894020.387755102,2165.204081632653,536433.031632653,23,3254094
178991405,5.545454545454546,动画,18.272727272727273,44,68035.70454545454,3353.9772727272725,2010.409090909091,145.1590909090909,7947.113636363636,481481.0227272727,510.25,152778.67159090916,44,446247
1340190821,4.225806451612903,游戏,628.3225806451613,31,273444.22580645164,104532.35483870968,50041.32258064516,16259.774193548386,63043.12903225807,3567789.2580645164,14998.41935483871,1104578.9564516128,30,7851873
176256777,2.732394366197183,游戏,314.5,284,20201.292253521126,2607.5598591549297,84.21478873239437,1552.9471830985915,9530.232394366198,719801.1302816902,166.07394366197184,192671.0304577466,48,1736796
281172076,2.1402439024390243,游戏,344.2682926829268,164,63654.79878048781,2715.743902439024,4540.530487804878,1407.439024390244,10670.481707317073,790705.5670731707,871.2439024390244,231061.54481707318,162,1234250
216156027,11.418439716312056,美食,298.07801418439715,141,48238.12056737589,16682.879432624115,8473.624113475178,2188.6879432624114,27603.567375886523,1005817.7730496454,1367.9290780141844,292210.73475177307,111,3608839
11057377,126.5,音乐,252.625,8,11132.75,3753.75,655.375,274.0,2975.125,199254.625,461.0,57348.01875,8,252619
13118294,29.166666666666668,游戏,301.75,24,148583.41666666666,26946.625,2588.5,4228.333333333333,11816.625,2372686.8333333335,2795.125,671291.1958333334,23,2519026
123321175,16.0,知识,19132.25,32,8830.75,3248.40625,656.6875,1741.96875,3554.75,201511.96875,596.09375,57605.317187499975,3,2351640
452161580,7.598540145985401,资讯,337.22627737226276,137,13446.934306569343,1380.036496350365,1022.8759124087592,1466.14598540146,1317.8394160583941,320351.45255474455,518.7737226277372,87821.6967153285,99,1185036
168687092,7.098591549295775,动画,53.140845070422536,71,39507.971830985916,2395.112676056338,1068.6478873239437,317.3098591549296,15266.028169014084,318431.91549295775,337.07042253521126,101851.96197183101,70,2013902
13684647,12.40625,影视,84.5,32,12170.84375,1900.125,881.25,97.90625,2750.65625,112154.6875,167.625,35127.21875,29,57406
14800002,2.7757009345794392,美食,254.0467289719626,107,71439.60747663552,3804.542056074766,1875.03738317757,1485.8691588785048,13831.934579439252,702592.4485981308,635.5607476635514,211868.94672897193,106,2232379
493551742,3.5605095541401273,生活,77.11464968152866,157,65129.388535031845,573.7770700636943,1006.7707006369427,281.6496815286624,5272.171974522293,725015.5350318472,149.9936305732484,209893.52133757962,155,1835134
9008159,8.29375,动物圈,404.65625,160,92020.14375,34969.0625,2294.36875,5887.675,11097.6375,1242756.7125,1809.81875,369269.77062500006,158,3399306
102999485,1.382716049382716,科技,110.76190476190476,567,5200.922398589065,665.3245149911817,431.88712522045853,166.22222222222223,297.7178130511464,82258.41446208113,386.2857142857143,23480.553174603196,541,1603843
17364274,4.2164179104477615,时尚,145.4402985074627,134,54427.26865671642,2213.276119402985,638.276119402985,626.7686567164179,4750.164179104478,456514.9328358209,425.97014925373134,139014.06156716417,134,1206993
280793434,12.147058823529411,生活,428.69607843137254,102,353519.20588235295,128184.60784313726,26952.960784313724,26645.813725490196,28309.441176470587,4790962.4215686275,8982.598039215687,1429338.1044117648,102,7565116
113362335,5.821192052980132,生活,587.3377483443709,151,171727.6225165563,44966.73509933775,6060.3708609271525,10771.913907284768,17099.2119205298,1960895.119205298,2158.3576158940396,590839.6175496691,148,4486094
79061224,2.9073634204275534,影视,737.9691211401425,421,57201.09501187648,11689.418052256533,2775.1710213776723,5935.301662707839,4049.3040380047505,1180491.460807601,1794.1401425178146,328650.7409738717,325,4883968
37746255,12.247619047619047,美食,213.47619047619048,105,32406.314285714285,5576.380952380952,2245.9904761904763,948.6285714285714,11018.438095238096,604323.1619047619,844.447619047619,171644.22476190474,94,1081841
212630840,9.901639344262295,时尚,333.1475409836066,122,103263.72950819672,20187.70491803279,5581.303278688524,2971.3606557377047,12290.934426229509,1028263.1967213114,1566.8360655737704,315297.7139344263,121,2116452
3250057,147.84615384615384,舞蹈,138.53846153846155,13,6282.538461538462,1454.6153846153845,239.46153846153845,175.0,2217.769230769231,57731.0,252.53846153846155,18507.634615384613,8,51786
516314775,6.175,运动,307.3125,80,57637.7125,9917.35,3468.05,1315.3875,14860.1375,867876.2,628.0875,251307.33625000002,71,3671855
687489264,1.8578947368421053,游戏,434.9842105263158,190,1639.9105263157894,557.5526315789474,251.0421052631579,148.4842105263158,395.55263157894734,59148.24736842105,275.32105263157894,16104.860263157898,29,118299
8366990,5.378698224852071,生活,523.8284023668639,169,126633.62130177514,34345.01183431953,4076.8994082840236,7176.378698224852,18831.39644970414,1918225.8402366864,2289.420118343195,555829.7914201183,152,4498073
85835398,8.549295774647888,美食,588.3802816901408,142,56098.54929577465,20026.767605633802,1672.8732394366198,4914.80985915493,5616.774647887324,787972.4788732395,1292.718309859155,232615.014084507,136,1807616
594534726,1.721476510067114,游戏,696.0201342281879,298,25369.38590604027,4179.077181208054,1056.0704697986578,1497.3724832214766,1525.6845637583892,572271.187919463,1506.6174496644296,157180.12583892624,173,1066119
19525533,5.029239766081871,游戏,631.6491228070175,171,81722.83625730994,11788.04678362573,1260.6608187134502,3795.5555555555557,14387.526315789473,1493102.0116959065,898.5263157894736,417630.14327485365,149,1935733
378885845,3.625531914893617,知识,478.4595744680851,235,37155.68936170213,6093.072340425532,1479.0085106382978,2102.876595744681,4742.429787234042,618021.2680851064,1943.4170212765957,175733.47319148938,209,2364045
677770326,6.027777777777778,舞蹈,64.11111111111111,36,18865.805555555555,2362.6666666666665,881.75,107.02777777777777,6305.861111111111,213036.44444444444,202.44444444444446,64295.09722222222,36,105087
357665034,1.655813953488372,知识,3932.093023255814,215,2401.432558139535,336.4651162790698,300.84186046511627,471.5813953488372,557.4930232558139,59818.08837209302,114.6093023255814,16631.910465116278,57,1946332
33683045,3.0776699029126213,知识,1011.7961165048544,206,33817.73300970874,12340.218446601943,1631.4077669902913,7477.635922330097,3486.723300970874,692595.2669902913,1818.7135922330096,197355.39878640772,157,4394051
6075139,12.175257731958762,音乐,353.8144329896907,97,58668.1030927835,45623.65979381443,7087.59793814433,2302.979381443299,30059.865979381444,1008948.1443298969,1597.6907216494844,308784.5278350516,96,2297139
13221028,22.152542372881356,游戏,729.8305084745763,59,46958.72881355932,15851.389830508475,2835.271186440678,3578.830508474576,5785.271186440678,616086.0169491526,2364.3050847457625,184959.55000000005,58,1361612
11684516,31.19047619047619,音乐,241.5079365079365,63,33429.730158730155,27220.777777777777,3399.5873015873017,4141.158730158731,19365.85714285714,470231.85714285716,3289.6984126984125,152640.01984126985,63,1457546
6534506,17.67948717948718,时尚,541.1666666666666,78,16131.02564102564,5759.974358974359,797.2307692307693,1724.7435897435898,4497.076923076923,300372.5641025641,618.8589743589744,86614.44358974359,58,1151975
453972,9.01,科技,571.3,100,29542.06,11830.54,3362.89,3126.53,7055.25,583861.34,2628.82,168950.82400000005,90,2164240
11704865,5.2439024390243905,影视,31.536585365853657,41,6429.219512195122,445.6341463414634,121.82926829268293,35.75609756097561,1784.780487804878,88160.09756097561,110.92682926829268,25457.17073170732,39,34502
18706318,6.384615384615385,知识,669.6373626373627,91,38829.51648351648,10435.615384615385,694.1208791208791,2388.5384615384614,5015.67032967033,614521.4395604396,903.1428571428571,176574.25879120873,85,1560860
630053329,22.266666666666666,动画,116.0,15,21204.466666666667,3090.3333333333335,255.26666666666668,317.4,14926.466666666667,981707.2,257.8666666666667,260005.92666666667,6,657953
161775300,4.490196078431373,游戏,396.16993464052285,153,120139.32026143791,41581.124183006534,19302.392156862745,7940.307189542484,25965.150326797386,1599816.9869281047,8691.947712418301,490666.3068627449,146,5624556
605544858,28.14814814814815,生活,76.29629629629629,27,229947.03703703705,31798.555555555555,4727.518518518518,1660.7037037037037,13689.62962962963,2025020.2962962964,2345.777777777778,619499.3037037037,27,1453949
28152637,2.2136498516320473,知识,102.38575667655786,337,9042.46884272997,494.38872403560833,321.593471810089,111.05044510385757,947.1780415430267,139483.10089020772,283.9080118694362,39320.61112759645,203,3474699
19577966,18.6056338028169,美食,655.3521126760563,71,160567.85915492958,83383.49295774648,10703.422535211268,20433.25352112676,17157.422535211266,2854643.0422535213,6384.225352112676,833537.573239437,39,7607087
38157763,1.3986928104575163,生活,123.22222222222223,459,22759.788671023965,1574.3877995642702,1624.640522875817,651.2309368191721,1578.954248366013,481505.0043572985,574.4335511982571,132048.65806100218,314,1302891
1155574439,3.448717948717949,生活,151.52564102564102,156,160628.6858974359,8905.211538461539,5428.49358974359,2745.6666666666665,7038.9358974358975,2398266.769230769,2009.570512820513,674651.1230769227,155,1655575
151482404,5.945454545454545,知识,632.3272727272728,110,74378.85454545454,30490.872727272726,5209.245454545455,4621.081818181819,10930.49090909091,826759.5909090909,2763.3454545454547,257996.254090909,107,1879047
34044873,1.8975903614457832,运动,1452.2123493975903,664,2674.4864457831327,421.8057228915663,1409.4442771084337,217.60692771084337,12320.381024096385,152953.81475903615,122.80421686746988,44154.915888554184,27,1789355
226102317,5.904347826086957,游戏,2821.2,115,28756.278260869567,8753.8,662.8,1649.8695652173913,3847.0521739130436,228258.52173913043,802.5565217391304,74601.42782608692,111,1828183
2026548816,2.5714285714285716,影视,41.05844155844156,154,128043.62337662338,951.2337662337662,3117.1103896103896,213.35714285714286,5555.720779220779,1129350.0064935065,425.75324675324674,337728.0711038962,154,930296
234579272,1.7790697674418605,生活,276.153488372093,430,5201.790697674419,518.6837209302325,1099.672093023256,583.5441860465116,979.0651162790698,116732.92790697675,628.0906976744186,32909.59848837209,309,1476520
1011433285,3.0,科技,540.3333333333334,3,592.6666666666666,57.0,81.33333333333333,250.0,160.66666666666666,26276.333333333332,182.33333333333334,7098.883333333334,0,4717
20259914,52.36,科技,526.2,25,141507.32,132528.24,24886.96,5865.52,45531.92,1727978.2,4091.52,574183.342,16,2511899
26260881,23.56,知识,1767.56,50,80.3,49.58,14.86,12.92,85.16,2483.32,14.64,718.2700000000001,11,9481
164139557,9.65979381443299,生活,825.2474226804123,97,19559.371134020617,5992.659793814433,1982.4742268041236,3728.1958762886597,5051.381443298969,422307.23711340205,872.319587628866,120342.72680412377,70,1508750
11870568,6.461111111111111,生活,399.77222222222224,180,123820.54444444444,21832.844444444443,3872.7944444444443,6501.75,9218.022222222222,1641066.5333333334,2160.6555555555556,477082.03444444446,167,3727068
30647063,4.827160493827161,影视,86.55555555555556,81,12886.222222222223,2733.6913580246915,1787.3086419753085,157.6172839506173,4467.0123456790125,212576.38271604938,386.74074074074076,62022.293209876545,45,81057
14781644,6.9324324324324325,知识,740.1351351351351,222,19915.306306306305,4502.022522522522,901.1171171171171,2939.518018018018,3984.752252252252,517485.8918918919,957.7117117117117,142433.39234234224,96,2178021
7349,2.706176961602671,游戏,867.0467445742905,599,45276.75792988314,28446.560934891484,1308.669449081803,5217.57429048414,8001.5108514190315,657292.6160267112,1494.313856427379,199682.89173622712,530,2236605
1565155,2.5443383356070943,游戏,744.8199181446112,733,28738.135061391542,11265.93587994543,1400.7939972714871,4379.105047748977,3285.525238744884,839166.7912687585,940.6589358799454,229747.3657571623,318,3464383
378067652,6.757281553398058,运动,474.43689320388347,103,16581.135922330097,7102.388349514563,1399.6699029126214,534.6504854368932,13621.640776699029,296306.7572815534,463.20388349514565,88875.53495145631,94,687140
316568752,1.7700831024930748,知识,1130.939058171745,361,37120.68975069252,22576.35457063712,3883.0609418282547,5624.0526315789475,5699.858725761773,594058.1772853186,2543.7562326869806,179700.27977839328,347,1709141
27534330,4.677130044843049,游戏,695.2107623318385,223,104851.3004484305,56311.47533632287,22909.713004484303,9785.053811659192,33963.55156950673,1834552.6950672646,14182.13004484305,556625.0508968608,194,4604906
517184570,20.02777777777778,生活,154.30555555555554,36,142974.41666666666,21323.666666666668,1218.6666666666667,2389.222222222222,16079.333333333334,1753182.9722222222,667.1944444444445,510792.54305555567,30,1235748
163637592,58.04,科技,665.84,25,1272623.68,1126178.48,99333.52,61123.76,333054.76,11373812.44,27781.64,3998052.6740000006,25,11187669
791806,27.555555555555557,动画,348.22222222222223,27,36514.25925925926,18777.555555555555,3563.8888888888887,2861.074074074074,13740.333333333334,396372.7037037037,883.4444444444445,128968.14259259262,26,158168
284120,13.043859649122806,音乐,215.6578947368421,114,54438.94736842105,30950.675438596492,4527.035087719299,2522.2894736842104,27083.333333333332,855869.5877192982,2066.0263157894738,260799.79342105263,106,2145452
349092963,6.391304347826087,知识,896.5043478260869,115,22444.991304347826,10454.147826086957,4829.495652173913,4543.704347826087,5943.069565217392,369805.2347826087,1688.4521739130435,112784.4452173913,87,1656396
11799651,8.967032967032967,知识,804.3076923076923,91,21099.956043956045,3890.6263736263736,2130.6813186813188,3306.197802197802,4797.32967032967,628575.3956043957,1978.5934065934066,171971.6060439561,17,1242918
386615477,2.1049382716049383,科技,138.1604938271605,324,598.4104938271605,46.129629629629626,87.01543209876543,31.66358024691358,244.9814814814815,26345.425925925927,211.48456790123456,7067.135493827161,165,405256
105493566,1.182108626198083,游戏,153.89776357827475,313,2830.9808306709265,170.70287539936103,727.4920127795527,112.20127795527156,411.702875399361,101987.07348242811,453.07987220447285,27483.56038338659,87,264029
860464,2.4847972972972974,游戏,1891.0591216216217,592,33647.39527027027,7583.699324324324,445.6993243243243,2764.714527027027,4850.282094594595,441424.4087837838,636.2652027027027,129931.4361486486,543,1968817
1618410357,4.961038961038961,美食,353.5584415584416,77,185070.3896103896,5255.87012987013,5001.792207792208,2130.103896103896,5991.012987012987,2159971.675324675,1287.8701298701299,622288.9915584417,77,2156010
39807720,18.2,生活,161.1,10,197739.3,8785.6,1529.3,1046.3,15923.5,1562858.1,1136.3,479892.15499999997,10,726094
649831334,18.151515151515152,娱乐,328.6060606060606,33,70888.90909090909,23422.636363636364,5494.060606060606,2965.757575757576,7397.787878787879,1061048.696969697,1927.0,310459.6681818182,32,1308847
43536,5.584440227703984,游戏,12516.271347248578,527,6884.897533206831,6155.231499051233,815.6793168880455,6320.168880455408,3083.064516129032,385169.9240986717,763.4231499051233,105756.29639468694,142,2562318
49149090,365.0,生活,1002.0,1,2.0,4.0,6.0,4.0,3.0,254.0,6.0,74.39999999999999,0,11
60509716,2.3832752613240418,知识,202.8397212543554,287,17392.91637630662,4618.756097560976,803.4494773519164,361.45296167247386,16716.881533101045,293798.4146341463,533.6271777003484,88109.4388501742,262,1388923
14068111,11.977011494252874,动画,826.551724137931,87,41381.724137931036,14878.620689655172,3897.885057471264,5256.954022988506,11563.770114942528,975066.1149425288,1476.4827586206898,274771.9034482758,43,1254610
296426733,7.735849056603773,游戏,2849.289308176101,159,8609.056603773584,3200.5220125786163,219.86163522012578,873.8930817610063,1398.0377358490566,130588.21383647798,264.1509433962264,38377.43081761007,150,502310
420842602,365.0,汽车,16.0,1,1.0,0.0,0.0,0.0,1.0,368.0,6.0,95.10000000000001,0,229
1123353719,21.533333333333335,鬼畜,137.33333333333334,15,410951.2,132223.66666666666,40174.333333333336,6748.733333333334,130961.06666666667,5136200.066666666,3126.4666666666667,1568662.9633333331,15,1496685
92568184,10.20183486238532,生活,390.89908256880733,109,31959.211009174312,5758.266055045871,1024.1834862385322,2467.4862385321103,2571.2477064220184,449345.1009174312,535.559633027523,130010.36880733944,90,1209509
7792521,27.520833333333332,鬼畜,386.5208333333333,48,118849.125,42028.625,12068.875,2270.7291666666665,36210.395833333336,1525053.4583333333,1627.375,465278.14999999997,48,1898638
2177677,6.196,动画,228.016,250,34879.28,1958.504,1553.984,695.056,3077.192,633376.504,564.204,175438.49159999978,226,1276789
383017729,1.1041666666666667,动物圈,98.72916666666667,96,1804.7916666666667,603.0520833333334,10.645833333333334,23.708333333333332,100.01041666666667,18967.6875,31.489583333333332,5763.529166666664,72,69050
26240675,3.753180661577608,游戏,1362.969465648855,393,90070.97201017811,29430.027989821883,1615.5521628498727,10927.435114503816,15278.590330788804,1401094.709923664,1262.3027989821883,408502.88104325737,367,3506867
35847683,3.708955223880597,生活,863.0335820895523,268,30315.223880597016,10716.10447761194,5926.574626865671,9353.361940298508,4076.365671641791,872257.4589552239,2755.89552238806,244099.45354477616,73,1832952
400230277,2.213270142180095,知识,266.7203791469194,211,82706.57819905214,3506.516587677725,1126.9194312796208,1695.1563981042655,3530.4218009478673,940853.8388625593,1033.654028436019,272525.49999999994,207,2226303
425036110,8.918181818181818,科技,598.3909090909091,110,1032.0363636363636,292.74545454545455,74.31818181818181,190.14545454545456,578.1818181818181,29019.363636363636,92.03636363636363,8115.671818181812,32,152986
507521207,8.130434782608695,娱乐,325.7391304347826,69,40533.04347826087,4492.724637681159,778.8550724637681,710.9855072463768,2601.1014492753625,475199.84057971014,627.7826086956521,138593.41811594198,67,1193198
11713586,365.0,游戏,167.0,1,1.0,0.0,0.0,1.0,0.0,200.0,5.0,52.8,0,28
1159454621,2.98019801980198,美食,50.13861386138614,101,407.3960396039604,20.73267326732673,28.396039603960396,1.7128712871287128,279.25742574257424,4397.475247524752,12.425742574257425,1377.0905940594062,100,55443
385786354,7.296296296296297,生活,75.92592592592592,27,141582.4814814815,9429.481481481482,1711.888888888889,799.7777777777778,21114.11111111111,948303.3333333334,1578.7037037037037,305793.3777777777,27,791904
1318997,6.727642276422764,游戏,1329.9268292682927,246,22072.455284552845,7140.735772357723,823.1829268292682,3533.8333333333335,1948.6422764227643,415117.2967479675,775.9227642276422,118267.00548780491,213,1502290
3345720,48.0,娱乐,393.4117647058824,17,44877.17647058824,21950.117647058825,1859.6470588235295,2357.6470588235293,8243.35294117647,608618.8235294118,1686.3529411764705,184092.01764705885,11,2041377
6724070,4.456834532374101,游戏,1950.5035971223022,278,20847.575539568345,5392.60071942446,501.1798561151079,1428.179856115108,6876.115107913669,452351.62949640286,362.42446043165467,126663.76205035961,176,888611
1272878753,6.378787878787879,音乐,213.56060606060606,132,1382.6515151515152,554.3257575757576,198.72727272727272,37.121212121212125,470.6666666666667,30737.68181818182,85.76515151515152,8768.802272727276,119,195303
25782796,6.251533742331288,时尚,382.8282208588957,163,21069.674846625767,2702.447852760736,1099.8650306748466,914.3496932515337,5502.411042944786,370967.79754601227,455.67484662576686,105109.45061349688,141,1173569
3494373444552807,2.6,知识,175.2,10,60974.7,1336.1,1987.3,972.9,8029.0,844705.3,1047.5,240509.885,10,108390
382628638,79.66666666666667,游戏,51192.666666666664,3,33.333333333333336,10.333333333333334,0.3333333333333333,140.33333333333334,29.0,1350.0,41.666666666666664,436.6666666666667,1,180
21143599,43.375,知识,345.25,16,456.5625,177.75,51.5625,26.0625,689.6875,12361.6875,42.1875,3609.2906249999996,5,461637
9411426,8.333333333333334,游戏,170.34444444444443,90,112172.97777777778,7385.077777777778,1898.0777777777778,1177.3777777777777,6035.322222222222,1465243.5666666667,988.7111111111111,417949.9927777777,85,2066286
37781521,5.245398773006135,影视,714.0858895705521,163,68528.17791411043,10614.766871165644,2227.834355828221,5474.7239263803685,7013.398773006135,1227090.4662576688,2063.3435582822085,344885.74171779136,124,1709245
8279670,1.856338028169014,动画,94.46197183098592,355,86407.74929577464,5853.239436619719,1067.0760563380281,1849.6112676056339,11278.769014084508,1018034.5436619718,1236.9239436619719,296671.5218309859,354,1767507
164937950,365.0,生活,109.0,1,11.0,2.0,0.0,1.0,0.0,811.0,16.0,214.75,0,29
394728524,21.428571428571427,生活,142.42857142857142,7,5.0,4.571428571428571,1.7142857142857142,0.0,0.8571428571428571,139.0,2.2857142857142856,40.778571428571425,4,27
8491103,21.476190476190474,生活,462.3333333333333,42,13764.42857142857,2256.9285714285716,745.8809523809524,811.4761904761905,1125.4285714285713,211052.83333333334,455.0952380952381,60463.5369047619,38,1152928
748709,70.74358974358974,游戏,1551.974358974359,39,33480.794871794875,26650.23076923077,2158.8205128205127,13870.307692307691,10933.358974358975,890348.8205128205,4337.48717948718,258498.0333333335,6,1037713
395936853,4.8558558558558556,美食,337.3018018018018,222,59765.01801801802,13984.306306306305,1163.4774774774776,3247.3603603603606,3090.5675675675675,808919.1171171172,973.6891891891892,235043.1855855855,222,1272410
1531707,9.292682926829269,运动,591.719512195122,82,56172.45121951219,17749.10975609756,8300.243902439024,2031.8658536585365,33839.42682926829,1008135.256097561,1408.9146341463415,298110.7250000001,67,2880289
439004370,2.6595744680851063,游戏,1262.2553191489362,282,29361.067375886523,8180.698581560284,1151.5035460992908,2154.645390070922,2057.078014184397,659002.0283687944,542.6879432624113,182154.1723404255,173,1074357
9026942,3.4857142857142858,时尚,15.228571428571428,35,7121.6,606.4,326.42857142857144,47.8,2660.657142857143,41716.45714285714,103.54285714285714,14574.905714285718,35,33453
1009833374,365.0,影视,11.0,1,149.0,7.0,3.0,0.0,3.0,1865.0,10.0,535.3499999999999,1,1072
473524263,12.352112676056338,美食,360.01408450704224,71,255074.84507042254,115314.59154929577,6154.2535211267605,9477.042253521127,39824.718309859156,4098691.1126760566,1584.887323943662,1192893.2922535206,65,2966172
68412710,2.666131621187801,影视,1118.2937399678972,623,5528.60353130016,1891.8073836276083,345.7191011235955,640.131621187801,1074.158908507223,138148.22632423756,313.2166934189406,38416.2394060995,328,857300
167922652,3.5421686746987953,时尚,43.963855421686745,83,44828.530120481926,864.3734939759037,1197.1686746987953,141.0,5285.530120481928,204700.48192771085,260.31325301204816,71916.76746987952,83,311379
18111577,26.41176470588235,舞蹈,154.55882352941177,34,1384.0882352941176,195.2058823529412,68.38235294117646,22.647058823529413,323.79411764705884,7977.882352941177,79.11764705882354,2805.0617647058816,34,4607
13904634,1.608910891089109,游戏,200.33415841584159,404,17055.727722772277,3590.789603960396,1625.5668316831684,450.980198019802,1220.420792079208,456433.13118811883,717.9183168316831,124175.91547029706,103,1288342
470156882,12.457627118644067,生活,600.6949152542373,59,35489.457627118645,10292.016949152543,6957.830508474576,2716.423728813559,5998.0847457627115,806854.966101695,904.4067796610169,227448.78728813556,31,2570495
10558098,8.654929577464788,游戏,635.0140845070423,142,118627.66197183098,31975.577464788734,1323.4154929577464,5358.711267605634,17943.894366197183,1874863.3943661973,1426.394366197183,537848.4042253521,136,4300859
11997177,7.579439252336448,鬼畜,341.05607476635515,107,73135.20560747663,22183.70093457944,7887.514018691589,2303.392523364486,16345.56074766355,1003630.644859813,794.2523364485982,299910.4584112149,82,1544521
404216060,16.92105263157895,动画,185.94736842105263,38,184495.7894736842,62394.44736842105,22125.157894736843,3154.7368421052633,31700.947368421053,2007412.4473684211,2786.815789473684,625771.2065789474,38,1988896
339829020,9.018518518518519,鬼畜,123.94444444444444,54,49004.24074074074,11493.611111111111,2255.1111111111113,1104.611111111111,15567.666666666666,609182.5,466.1296296296296,183146.4287037037,53,175528
19456751,7.305418719211823,影视,576.1773399014778,203,9443.995073891625,4819.261083743842,758.2758620689655,845.5615763546798,1972.8916256157636,230812.93596059113,597.4088669950739,65032.55763546796,84,1848965
3682229,2.900383141762452,游戏,627.7164750957854,522,24844.950191570882,13812.645593869733,1555.727969348659,4160.191570881226,3705.551724137931,584799.0632183908,1239.0344827586207,165867.59683908065,254,1858288
52190805,13.5,美食,384.47058823529414,68,230079.4411764706,193038.92647058822,3886.323529411765,5709.470588235294,35238.617647058825,2877986.911764706,1438.1176470588234,904506.4897058825,58,2305401
