mid
239384911
2064055063
1049636486
406636263
299698813
3493136900819691
3218685
1702584264
363159975
1197454103
520981241
20554233
7428971
3493094345410926
28880583
503583434
288395720
693164256
1298409877
65395325
1966242263
1425239276
647193094
3494362491127940
266681803
423787685
32682920
414227150
99748932
28002483
21068110
385786354
15135791
32345093
50660116
82623507
1645067055
3541434
591228087
1060298161
358247498
394728524
21837784
1340190821
443141374
287349525
403754348
383359788
648956087
353495419
1474965865
1213516929
102999485
1586747489
178991405
2990100
76033602
386615477
267766441
91373845
588699547
169896163
31078113
22172358
1618410357
50857144
22277354
1155660459
1802432345
1007043700
321173469
3913194
1451754635
245645656
13164144
1708184076
927587
2528735
3465236
167533655
690111567
356185545
313580179
1855673040
305956876
1043225256
1736080638
316674559
2026548816
341192569
677378178
540043455
174890586
1807893183
11073
319656701
3461569088326047
411379495
1858861103
161775300
1265652806
298484
15704085
628522081
423770160
259358419
105493566
518876755
1509687190
480305216
2100944625
624252710
1280231019
312760509
1335713025
13405518
698029620
11257744
1159454621
481564884
24276994
5460329
25008541
9838560
494116778
550558781
1197930573
523085457
37938802
43222001
1636034895
262095358
125776535
1705085128
264161
487419397
693095605
1773346
154506630
401742377
211700578
501097725
409333928
1171758330
19047009
16189641
1644053613
9618426
489412051
434736287
19007306
74993112
1536568491
66607740
1359172699
9009480
630053329
8613763
386119401
456631851
2860983
1469294562
544336675
138894648
1103995450
1990976212
555945326
478038480
494899662
1868680431
16918852
15782465
13337125
41642624
688433575
1954997940
1523475
429714179
1152130637
1868902080
281403700
2142762
1543732
2026561407
1691347
503018662
10119428
7450650
296426733
9596327
321978895
3334737
686127
10874201
250858633
4578433
28053896
29252533
5294454
3353026
9037593
26240675
26032219
5970160
244159959
17819768
8673981
7370915
160364491
16015678
276302775
93876791
16322326
9026942
167922652
734221
3075365
3494356629588200
228071844
406517693
24369084
9293142
470962000
8181502
26287758
40925609
530044
11704865
5462540
624243924
1079373656
677770326
2173008
490036638
12283257
504468324
110352985
3250057
412588171
10097868
15451699
4797136
355819214
2378438
22412432
348420882
660798533
13684647
101363350
1638405172
4938763
16581691
31023134
13204855
11131476
1412799242
384903084
495535252
473222648
9161547
249104
129879174
39807720
64836364
10680360
523441213
99089274
6101118
1813173223
1481675
3119762
122068110
401742377
51538603
1894959229
105038284
356010767
2350559
477535138
192399437
889558
3314672
1173471557
6878415
1338715561
525657967
10119428
7437481
1752056466
435972
92990263
1471508
34129428
476697953
69099651
1858684641
39770108
657817
32598766
423218637
554601071
282136
50161731
323886922
1839002753
1944111797
6265316
230576499
1544008396
224731462
473562299
624757844
1141159409
475304452
1050941634
631172681
91367145
89977656
11785003
484678371
66454334
317783104
325404206
3219088
18343098
165011
7206526
7527048
15084373
172447618
51612745
53542
252154437
3227461
312543233
26240675
1023665606
8263502
1557073149
36593637
1534844312
42359018
415890389
97094027
334892181
339829020
697166795
509034027
194484313
437573432
128648502
45944115
14066316
473222648
179465300
3461565017754459
49264231
450882837
387089679
627490
474493516
13799007
773977
12665806
393671271
360046931
331588431
626766503
28664408
3218476
544336675
255494213
174041198
1123353719
170088482
320840078
2063605
94510621
463813
37090048
97329513
219498872
208259
394074458
686150641
38157763
5294454
686127
669462270
27900565
16836724
421193482
20998875
9993951
1565155
346098914
3766866
201749078
179877869
7487399
16794231
29367693
321173469
174929383
3537111860906778
495535252
473222648
9617619
19525533
